8	-0.41366588	-0.34416195	-0.18699477	0.063603928	0.3446818	0.5920047	0.840467	0.92969694	1.0996825	1.2481261	1.3553017	1.3985992	1.3935787	1.2839462	1.1608189	1.0612986	0.94297818	0.80236803	0.6384	0.40329014	0.15229977	-0.10246489	-0.35003703	-0.41405755	-0.45660734	-0.28099598	-0.075119077	0.17494552	0.43216703	0.5827114	0.83793894	1.1065901	1.3912643	1.4095304	1.3410947	1.279531	1.30912	1.2843735	1.3425546	1.3718587	1.4420036	1.4047235	1.2946282	1.0285406	0.77185324	0.51520143	0.25135711	0.039462707	-0.20255482	-0.42278115	-1.1024384	-1.1024384.1	-1.1024384.2	-1.1024384.3	-1.1024384.4	-1.1024384.5	-1.1024384.6	-1.1024384.7	-1.1024384.8	-1.1024384.9	-1.1024384.10	-1.1024384.11	-1.1024384.12	-1.1024384.13	-1.1024384.14	-1.1024384.15	-1.1024384.16	-1.1024384.17	-1.1024384.18	-1.1024384.19	-1.1024384.20	-1.1024384.21	-1.1024384.22	-1.1024384.23	-1.1024384.24	-1.1024384.25	-1.1024384.26	-1.1024384.27	-1.1024384.28	-1.1024384.29
8	-0.58861566	-0.49681769	-0.31325412	-0.070369948	0.16335061	0.41640218	0.64105627	0.74836438	0.95161514	1.1103754	1.3185804	1.4625105	1.4942432	1.4218733	1.3316296	1.1293826	1.0299106	0.80626025	0.56000853	0.28503555	0.016830034	-0.25794867	-0.46356318	-0.50549559	-0.44303411	-0.25484017	-0.023774785	0.24151651	0.49346714	0.75441949	0.99879314	1.2718557	1.4298065	1.4248199	1.3555586	1.4091803	1.4270866	1.4750741	1.4534117	1.3882627	1.4221	1.3670536	1.1917146	0.92331481	0.68995043	0.4306171	0.19229855	-0.065351011	-0.2896813	-0.47020113	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594	-1.0661594
7	-1.0064318	-0.94269138	-0.71198123	-0.41171942	-0.19533141	0.15974808	0.45099563	0.79518479	1.071195	1.3249213	1.4045854	1.5683063	1.5544418	1.3968981	1.2696003	1.0701426	0.82735243	0.49748541	0.20921212	-0.095900004	-0.31329468	-0.57969581	-0.88531127	-1.0351219	-1.0870568	-0.96872749	-0.69610332	-0.39629908	-0.068216616	0.23076398	0.57861376	0.93392204	1.2253526	1.4757843	1.5765427	1.5290462	1.4775231	1.5108805	1.4477806	1.5193914	1.6180449	1.6254119	1.533805	1.1612919	0.81284725	0.48330054	0.077567309	-0.30066556	-0.63469653	-0.88252005	0.024488416	0.01108142	-0.21299387	-0.47536833	-0.68114056	-1.0308664	-1.258282	-1.5212376	-1.56387	-1.3507125	-1.1057259	-0.8037711	-0.55791516	-0.24603091	-0.11740611	-0.13241462	-0.23207482	-0.50039778	-0.81873386	-1.0704925	-1.188044	-1.3450843	-1.3965617	-1.3750556	-1.2232774	-1.0361743	-0.82797691	-0.63707593	-0.39016756	-0.14289313
5	-1.0341789	-0.90485131	-0.68608076	-0.32196538	-0.026121631	0.35797569	0.61742376	0.8664051	1.0770877	1.1823101	1.2494716	1.2523262	1.0779599	1.0284016	0.92983984	0.79210717	0.55874663	0.39246833	0.11335549	-0.2964329	-0.6205844	-1.000162	-1.0022236	-1.0049196	-0.87281677	-0.64516536	-0.3433746	0.043735872	0.383191	0.78655663	1.1476589	1.5621256	1.6343619	1.3849841	1.2254457	1.2924486	1.0954045	1.0929464	1.3542975	1.3697597	1.4638017	1.5762398	1.481722	1.1478967	0.79694407	0.38327029	0.026053439	-0.36732122	-0.69091766	-0.9555991	0.41324321	0.2639337	-0.03072065	-0.49823465	-0.78591118	-1.1275072	-1.5322208	-1.8189379	-1.7473122	-1.488213	-1.1699292	-0.845857	-0.39388451	-0.11984645	0.17385637	0.24236589	0.095276594	-0.19723683	-0.66308567	-1.0208576	-1.3446126	-1.5930389	-1.7621083	-1.7402788	-1.4774291	-1.0894464	-0.75966506	-0.30571023	0.078783563	0.27257668
6	-0.95466777	-0.9527025	-0.67641799	-0.38233686	-0.050533423	0.29218819	0.5959865	0.93204803	1.1453892	1.2431615	1.4390336	1.5297091	1.4281155	1.3198071	1.253643	1.097786	0.90245977	0.66280576	0.5456537	0.21046563	-0.15693107	-0.3539496	-0.67581749	-0.92300505	-1.0518941	-0.92174946	-0.64240787	-0.39254536	-0.035247974	0.33389563	0.69577865	1.0446145	1.3466113	1.4719519	1.3405517	1.2600301	1.3567652	1.3737975	1.4438376	1.3924676	1.4532273	1.4918776	1.3481398	1.1135082	0.74905936	0.3706899	0.075626127	-0.28101617	-0.62029856	-0.86388312	0.043908819	0.059412632	-0.20327874	-0.56767294	-0.86797743	-1.0492192	-1.3934148	-1.6514659	-1.6059917	-1.4460404	-1.1771802	-1.0451795	-0.85105426	-0.49162783	-0.21326887	0.033864095	-0.028424112	-0.15922389	-0.41443631	-0.73024461	-1.1101426	-1.4297723	-1.55484	-1.6303938	-1.4814699	-1.3499058	-1.050311	-0.6428446	-0.27593921	-0.04114379
4	-0.76379913	-0.69485512	-0.49172847	-0.21856442	0.053384756	0.38577383	0.68117004	0.97225346	1.0754569	1.2595708	1.3356218	1.3489854	1.3461304	1.323716	1.2149242	1.0065129	0.88344629	0.65341021	0.42562164	0.17286745	0.01499479	-0.33713596	-0.53722544	-0.76234128	-0.8164031	-0.62542517	-0.39235191	-0.094951158	0.1895112	0.52846059	0.82883778	1.1751979	1.4059629	1.5440939	1.4113083	1.3716427	1.3918704	1.433662	1.3356825	1.4591136	1.5104419	1.4781263	1.4651879	1.1024878	0.75108595	0.37398957	0.10361973	-0.25640769	-0.54919193	-0.81585641	-0.20647644	-0.34424296	-0.46245004	-0.69740636	-0.99711537	-1.1389517	-1.4097893	-1.6182128	-1.6156798	-1.416137	-1.1860888	-0.94627296	-0.70226585	-0.50077927	-0.35955036	-0.26983203	-0.45686163	-0.643709	-0.88467893	-1.0494156	-1.2657236	-1.5344595	-1.6302643	-1.5545474	-1.3708162	-1.1347604	-0.97500469	-0.6950981	-0.40614071	-0.18515543
5	-0.85219327	-0.76599011	-0.58423204	-0.30718028	-0.019418439	0.31311681	0.54612658	0.91021741	1.0461572	1.2524701	1.3655791	1.3589441	1.4019412	1.2645908	1.1668939	1.0425001	0.82991785	0.69152259	0.5324908	0.30893726	-0.074327244	-0.3790685	-0.6819812	-0.85459651	-0.94874082	-0.78808946	-0.59003116	-0.29349226	-0.0060438869	0.33202926	0.63248648	0.97463468	1.2991243	1.5324475	1.4723665	1.4246675	1.2664716	1.3580037	1.4276454	1.4363179	1.4437889	1.5514645	1.5174012	1.2097865	0.85938366	0.51347386	0.13193342	-0.19182477	-0.52394206	-0.74446544	-0.050399334	-0.16627729	-0.36814943	-0.62132552	-0.85585038	-1.1541133	-1.4801703	-1.6874497	-1.6425457	-1.4222835	-1.1845718	-0.88735372	-0.66855441	-0.38465864	-0.20237813	-0.014089516	-0.07223747	-0.27787121	-0.64269346	-0.8967577	-1.2570347	-1.4911938	-1.7076526	-1.6559777	-1.5212552	-1.2256358	-0.96713083	-0.68908643	-0.42347619	-0.19104111
4	-0.60997239	-0.60010045	-0.41150517	-0.11068507	0.10828015	0.35583288	0.52845481	0.83681597	1.0784044	1.3195815	1.3561214	1.4312579	1.3395311	1.2036547	1.0373399	0.89625331	0.61195501	0.38366628	0.16771749	0.047197494	-0.069894741	-0.41061395	-0.51139005	-0.52914584	-0.60359676	-0.50419176	-0.23586681	0.081269415	0.38023852	0.71053734	1.0489257	1.3436444	1.4244709	1.3478262	1.2190796	1.2252496	1.3533106	1.4265276	1.4156959	1.3908103	1.1636185	1.1333171	1.4212488	1.3723004	1.008958	0.64719237	0.26499728	-0.080246572	-0.43090628	-0.58803474	-0.11760914	-0.068866413	-0.26966451	-0.61134349	-0.87473247	-1.210927	-1.4746451	-1.777467	-1.8159539	-1.6221072	-1.3749796	-1.1055577	-0.79486569	-0.51420081	-0.27357216	-0.10225278	-0.25725603	-0.47279349	-0.67777346	-1.0199323	-1.2840754	-1.5298046	-1.7182902	-1.7393914	-1.5721442	-1.3327496	-1.106449	-0.79719657	-0.55965289	-0.30887807
5	-0.74800742	-0.65421957	-0.51899769	-0.20058845	0.11134035	0.25380808	0.57308479	0.82719986	1.002427	1.2716971	1.4092152	1.4654471	1.3863551	1.3552796	1.1515283	1.0339107	0.88526872	0.63574609	0.49797286	0.30605985	0.11113624	0.14782475	-0.15201063	-0.39959423	-0.69447997	-0.80776018	-0.74509888	-0.48817731	-0.20686478	0.11103419	0.44347589	0.81668827	1.1633665	1.5436207	1.563113	1.555561	1.3367567	1.3395632	1.3820688	1.3629336	1.3508402	1.5350991	1.5475497	1.1895435	0.75300642	0.45863095	0.098328436	-0.24676799	-0.57099433	-0.76418302	-0.22926569	-0.45031519	-0.80724991	-1.0024287	-1.2152118	-1.4498345	-1.6896517	-1.7383571	-1.4842267	-1.1586737	-0.95379981	-0.767908	-0.54716467	-0.23697079	0.0035710694	0.057965982	-0.18538237	-0.44495734	-0.79862633	-1.1593881	-1.4277397	-1.6537337	-1.8022788	-1.6205049	-1.368038	-1.035137	-0.73795508	-0.44209982	-0.25574877	-0.17762624
8	-0.48221179	-0.38863795	-0.21943928	0.013680694	0.26751942	0.48011072	0.63624815	0.84270257	1.0237677	1.1955189	1.3414734	1.3866039	1.4044443	1.2837976	1.1807469	1.0379151	0.87007414	0.69539029	0.57487935	0.31229692	0.069102693	-0.18514335	-0.38171359	-0.46010816	-0.39417743	-0.18587652	0.0092273827	0.25155268	0.5137821	0.74733654	1.0032933	1.1690977	1.385735	1.5043723	1.3760952	1.3435643	1.3482348	1.3855449	1.3936912	1.4161478	1.4274169	1.3670528	1.2777422	1.0154585	0.78187685	0.52640886	0.28788518	0.02918582	-0.20010539	-0.40012423	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812	-1.0959812
8	-0.52815215	-0.48101366	-0.28329465	-0.050119183	0.18828174	0.43505432	0.68552028	0.9701295	1.1801324	1.3430789	1.4185333	1.4819774	1.3997381	1.26125	1.139259	0.97179836	0.75118039	0.57756412	0.35021598	0.1311848	-0.053648414	-0.2929248	-0.48623911	-0.577151	-0.48183441	-0.26512869	-0.043197513	0.19320624	0.42788642	0.65911945	0.89377227	1.1285619	1.3916674	1.4820869	1.3956617	1.3318346	1.4113381	1.4482993	1.511032	1.4928113	1.4778737	1.4591605	1.2886631	1.0503716	0.82792065	0.58347353	0.3252925	0.045361561	-0.21399588	-0.44774587	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283	-1.0635283
5	-0.93964202	-0.87346063	-0.61651214	-0.33867228	-0.00059821218	0.30631672	0.65496355	0.85015291	1.1197074	1.3050864	1.4267748	1.4676426	1.4710991	1.3713187	1.2650828	1.0894124	0.93600573	0.76313099	0.53744329	0.29543898	0.063346635	-0.30136265	-0.55948025	-0.6686643	-0.87966196	-0.87183405	-0.86080382	-0.64909453	-0.35310816	-0.12066	0.23728882	0.57033067	0.94302035	1.2780446	1.5416519	1.5210147	1.3828064	1.3748768	1.4640336	1.4746572	1.4378559	1.4593572	1.5225396	1.3140835	0.92461969	0.51680608	0.1569257	-0.25353109	-0.59724736	-0.88652409	0.045759261	0.030052617	-0.16752578	-0.45893739	-0.74902742	-0.99519983	-1.263636	-1.5996718	-1.6844368	-1.5733466	-1.3151782	-0.98437292	-0.75319552	-0.45019454	-0.11176465	0.041286171	-0.038263659	-0.29206066	-0.53914802	-0.84753705	-1.1342214	-1.3439991	-1.5706018	-1.6721663	-1.5235327	-1.3042496	-1.0095849	-0.68625167	-0.30151514	-0.019456351
8	-0.48241715	-0.43184023	-0.23248837	-0.056093165	0.16559136	0.42047931	0.66810914	0.85442267	1.049735	1.1887558	1.3034734	1.4019342	1.4080428	1.3132932	1.1666859	0.99613656	0.75770253	0.57207869	0.31738779	0.038459392	-0.2333751	-0.44954215	-0.50596497	-0.40096861	-0.22785762	-0.0022977191	0.21055227	0.44596482	0.67723926	0.91271749	1.1539759	1.3587468	1.4097178	1.4073532	1.4135275	1.3411105	1.3608487	1.3770398	1.3560209	1.3704386	1.4096193	1.4022955	1.240942	1.0254974	0.78890258	0.55240624	0.29475955	0.076457763	-0.17136912	-0.38523722	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323	-1.0876323
5	-0.99960681	-0.99001805	-0.73007558	-0.5219705	-0.31020427	0.025576555	0.36025322	0.76751386	1.061511	1.2758342	1.4539526	1.5716328	1.4826027	1.3710244	1.2883286	1.03751	0.78814422	0.65227444	0.36548345	0.053122438	-0.25482193	-0.586128	-0.86751442	-0.93016097	-0.96712127	-0.7577958	-0.52894415	-0.21373556	0.075902999	0.42760697	0.71817535	0.98892697	1.2954766	1.458776	1.593716	1.5091606	1.4834162	1.4290218	1.4887046	1.5749453	1.6543286	1.6482266	1.4232686	1.030362	0.69411629	0.33323036	0.0069220653	-0.35210423	-0.63180535	-0.91208761	0.009304726	-0.11523288	-0.3435034	-0.5028511	-0.7989984	-1.0143677	-1.3430877	-1.4992856	-1.5998514	-1.4188272	-1.2057941	-0.90284754	-0.63209592	-0.36837606	-0.21803598	-0.058746389	-0.23279685	-0.39766535	-0.67579741	-0.95910158	-1.2129421	-1.4559445	-1.4703625	-1.3987606	-1.2487401	-0.99112221	-0.82096537	-0.57287808	-0.29416489	-0.091115707
5	-0.88134688	-0.85954459	-0.62020516	-0.32997345	0.036414468	0.28583519	0.63017788	0.91494383	1.1469956	1.4055866	1.3697556	1.3612533	1.3480747	1.3267583	1.1567125	1.0174571	0.83763373	0.60934728	0.35658637	0.19777576	-0.15458338	-0.50621375	-0.85007061	-0.95519534	-0.93120674	-0.73273902	-0.59208687	-0.3237182	-0.0060362455	0.30775894	0.64888292	0.99292197	1.3436414	1.4329761	1.4256277	1.3424875	1.1712878	1.2756838	1.4125099	1.3986633	1.2517559	1.3577916	1.5127155	1.3050167	0.89781779	0.68544276	0.29294067	-0.13630346	-0.47833839	-0.75229429	0.071577506	0.097570217	-0.092698861	-0.39258674	-0.68069287	-1.0978516	-1.4474779	-1.8108414	-1.7991811	-1.5582323	-1.2454878	-1.0266146	-0.78393495	-0.61164214	-0.47317629	-0.14656693	0.061799874	-0.031786035	-0.28205698	-0.64644079	-1.0087598	-1.2927969	-1.5604247	-1.7045628	-1.6288438	-1.4115861	-1.1384804	-0.76498699	-0.40479359	-0.13581761
8	-0.42955728	-0.39657166	-0.18797097	0.045360373	0.21734462	0.34935563	0.60532819	0.84410576	1.113163	1.187766	1.3172423	1.3936607	1.3431033	1.2274994	1.0991192	0.91846899	0.76210411	0.53552061	0.49852738	0.3490816	0.13479492	-0.17567415	-0.42414531	-0.48508137	-0.4028057	-0.18855327	0.024363293	0.25813992	0.51781181	0.76100802	1.0267084	1.2685688	1.4048957	1.442985	1.2879217	1.3289225	1.3430005	1.3964009	1.4043134	1.4161306	1.4318185	1.4526443	1.314091	1.1444702	0.8990818	0.65478951	0.38275229	0.0875258	-0.16806998	-0.35331013	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717	-1.0992717
8	-0.47899977	-0.41009383	-0.21470302	-0.026620819	0.20898086	0.43759755	0.66950447	0.89882236	1.1027354	1.2969935	1.36892	1.4245571	1.3972375	1.2606392	1.1131455	0.9794059	0.79617813	0.54814372	0.2842515	0.046087758	-0.22923934	-0.38209995	-0.45421521	-0.43854619	-0.29674289	-0.11035974	0.1104629	0.34077864	0.55693563	0.78849195	1.0201292	1.273072	1.4165473	1.4341851	1.3067293	1.3367189	1.3584021	1.3794649	1.3995029	1.3705381	1.4459166	1.4494226	1.3694863	1.0930805	0.84159402	0.60076035	0.336976	0.076832483	-0.16071097	-0.38625319	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214	-1.0850214
8	-0.50813543	-0.443921	-0.29006515	-0.042415302	0.1874507	0.42342519	0.66120515	0.90503342	1.0925913	1.3118652	1.4099021	1.4120085	1.4052681	1.3694897	1.2422946	1.0380662	0.87728942	0.58739165	0.34591049	0.063866503	-0.23126712	-0.42084112	-0.52883811	-0.47894705	-0.33682673	-0.14391262	0.097327818	0.32936038	0.56136284	0.79538141	1.0296407	1.2875516	1.4434537	1.4119182	1.3630502	1.3800818	1.383121	1.4073443	1.3701216	1.3728298	1.3460187	1.3712952	1.2580022	1.0633127	0.8066054	0.56545523	0.29361214	0.013132889	-0.22810755	-0.45403161	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243	-1.0725243
8	-0.49187632	-0.42352481	-0.22648271	0.0028115814	0.24720511	0.4883011	0.716583	0.7885213	0.92829045	1.0522951	1.2619199	1.4432553	1.4429082	1.3441847	1.2493372	1.1211094	0.91131104	0.67842995	0.58401636	0.35741216	0.067287043	-0.1126021	-0.40599582	-0.47978537	-0.48860772	-0.28427633	-0.080436682	0.15698574	0.39811066	0.66260758	0.86627367	1.1129523	1.3173416	1.4376726	1.3204366	1.2733166	1.2941721	1.3706806	1.4453669	1.3977262	1.4156601	1.452309	1.4120444	1.1667831	0.93876156	0.64794223	0.37632959	0.1060186	-0.12943688	-0.35954109	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035	-1.0924035
8	-0.558419	-0.49964639	-0.29543759	-0.053878276	0.20689266	0.46041454	0.71822734	0.97870571	1.1710495	1.3478874	1.4172573	1.46475	1.3474648	1.1833371	1.0316271	0.85719465	0.57766719	0.3665344	0.067957858	-0.1915128	-0.46577413	-0.57158432	-0.51294174	-0.38164608	-0.17974527	0.063406882	0.29349123	0.52484336	0.75697565	0.98962806	1.2158766	1.3698296	1.4093581	1.3672941	1.3677167	1.3537712	1.4061724	1.4817186	1.4825313	1.5206945	1.5266758	1.3849128	1.1715046	0.93992489	0.70912539	0.50426645	0.24069991	-0.04900223	-0.26897691	-0.49168218	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713	-1.0585713
8	-0.3464518	-0.2816954	-0.084481302	0.1375318	0.32104445	0.58078304	0.79185358	0.96677957	1.1140857	1.1745642	1.181136	1.2127547	1.155283	1.1393497	1.0233523	0.96457866	0.85161919	0.74668839	0.53013107	0.34881934	0.082942989	-0.069508902	-0.13835714	-0.3241947	-0.33011546	-0.1643961	0.04348157	0.27842116	0.54315055	0.78329793	1.0249952	1.2896626	1.3785361	1.4029941	1.231261	1.1934735	1.1904046	1.2209694	1.2341129	1.2578579	1.3727393	1.5197974	1.4417735	1.1909936	0.94411948	0.69805134	0.43254698	0.18864875	-0.050382669	-0.26508007	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641	-1.1376641
7	-0.99519522	-0.90513291	-0.70228987	-0.40561164	-0.1116515	0.22750206	0.57667607	0.88248224	1.1103967	1.3067893	1.3835451	1.428982	1.4253714	1.3405018	1.2049215	1.0896256	0.80759259	0.4895347	0.11752056	-0.24447313	-0.58606081	-0.84809345	-0.94553925	-0.97949517	-0.82521275	-0.53733791	-0.24642042	0.082712698	0.39407677	0.73254066	1.0593208	1.3517393	1.4637898	1.4355135	1.4411931	1.3082904	1.3495081	1.4230184	1.3591228	1.488131	1.7112178	1.6292692	1.3407452	0.99428933	0.66385801	0.29796973	-0.094734394	-0.41035817	-0.68942962	-0.93044772	-0.11047501	-0.011568747	-0.082442106	-0.39875554	-0.65129513	-0.94217205	-1.1715064	-1.4111857	-1.4781645	-1.5418085	-1.3822197	-1.119822	-0.8846052	-0.60354588	-0.49969024	-0.21481747	-0.15222011	-0.30711106	-0.47295553	-0.75072879	-1.0725596	-1.2748346	-1.4349589	-1.4924447	-1.3792177	-1.2218926	-0.96837937	-0.71717855	-0.46707308	-0.2446354
6	-1.0616085	-0.96407319	-0.67827081	-0.41988597	-0.15185422	0.18842781	0.46001368	0.80516994	1.0381174	1.3522512	1.4427799	1.4615659	1.3669247	1.2539035	0.9881058	0.8048653	0.51515339	0.26829406	-0.0075059934	-0.32529549	-0.43760582	-0.70000175	-0.92056055	-0.97737577	-0.86745178	-0.75229815	-0.48304784	-0.15708386	0.19578992	0.53353329	0.88843799	1.2281107	1.5679866	1.6525747	1.6099252	1.4851247	1.4292234	1.4628353	1.589616	1.6898423	1.6042894	1.5614876	1.462226	1.0975728	0.73429054	0.39375465	0.00041462669	-0.30645863	-0.6377538	-0.91761571	-0.39277308	-0.27797486	-0.3222491	-0.54301099	-0.81627239	-1.0268289	-1.2468799	-1.4979534	-1.5739863	-1.3812411	-1.1240088	-0.82825486	-0.56936229	-0.2995027	-0.040762443	0.18959559	0.16913399	-0.036548267	-0.34032436	-0.53534424	-0.7785479	-1.0603392	-1.2687124	-1.4168737	-1.4264749	-1.4173358	-1.2258598	-1.0129678	-0.77941104	-0.48578959
3	-0.74361825	-0.67351533	-0.45491133	-0.13334875	0.14372857	0.4987161	0.82434497	1.0204217	1.0659642	1.2180436	1.3201076	1.3510928	1.3538579	1.2331702	1.1293984	1.0822294	0.93055659	0.6472985	0.35436264	-0.0080255441	-0.32389531	-0.56925553	-0.56860492	-0.70116613	-0.65692484	-0.3844831	-0.12277638	0.18374091	0.46520983	0.81019427	1.1037807	1.4693406	1.574251	1.5528623	1.3895599	1.2537457	1.3745146	1.4323373	1.4599882	1.5580672	1.4257499	1.1177688	1.0613286	1.0771058	0.87484835	0.51611984	0.20529227	-0.13887891	-0.40701038	-0.67172616	-0.49760742	-0.57909596	-0.73239527	-0.97295726	-1.1086902	-1.3312873	-1.5191013	-1.4993635	-1.4311067	-1.2560771	-1.0756312	-0.86137814	-0.73857604	-0.50370686	-0.52127325	-0.62260532	-0.70653364	-0.77484739	-0.91651709	-1.0413523	-1.1400982	-1.2002225	-1.3581004	-1.4139876	-1.3357439	-1.169896	-1.0753954	-0.85015517	-0.71653672	-0.5707194
8	-0.46506352	-0.38044199	-0.17224909	0.028301175	0.24416741	0.46215149	0.67092757	0.92789219	1.1335375	1.283628	1.3718099	1.3883229	1.3404106	1.2518911	1.1017393	0.91487822	0.76104321	0.5869506	0.32995529	0.075261981	-0.15150039	-0.3822529	-0.43117808	-0.36512602	-0.22046832	-0.0015634419	0.21181664	0.45334251	0.69299608	0.89750579	1.1424693	1.2659486	1.3495573	1.2939716	1.2711051	1.3161936	1.3882922	1.4261678	1.4029944	1.3733139	1.4925882	1.4387214	1.2703991	1.0000522	0.74925697	0.50960339	0.26255272	0.022438748	-0.18685912	-0.39483717	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205	-1.0984205
4	-0.85038529	-0.79678412	-0.53197102	-0.23676551	0.070167183	0.21881372	0.52703579	0.80265508	0.98304481	1.160426	1.3101777	1.463552	1.5119956	1.3979166	1.3344916	1.1822226	0.97579974	0.88664866	0.73167805	0.42959586	0.14347737	0.01785539	-0.28508638	-0.52491016	-0.78597793	-0.76731269	-0.73243816	-0.50378897	-0.22718729	0.10829585	0.41430756	0.76606138	1.0803619	1.4766913	1.4243181	1.4609732	1.3996358	1.4402204	1.3992674	1.4202044	1.4968301	1.4877431	1.4954793	1.168285	0.84047675	0.48258304	0.13586392	-0.15092996	-0.47137039	-0.74858605	-0.10684561	-0.23295878	-0.41340991	-0.65071634	-0.9535967	-1.2526089	-1.4838123	-1.7178708	-1.6382304	-1.4522042	-1.206437	-0.95685084	-0.72599129	-0.50470995	-0.27415739	-0.2265119	-0.35360746	-0.53215522	-0.76817227	-1.0096538	-1.228602	-1.5005619	-1.5747071	-1.5761255	-1.377224	-1.1247152	-0.90097792	-0.68577506	-0.38664002	-0.21582851
