8	-0.50174995	-0.44070091	-0.26005579	-0.035857824	0.25335666	0.51601409	0.7588699	0.96189014	1.1441794	1.3768664	1.4708705	1.4737299	1.5105452	1.5005371	1.4034949	1.1897518	0.90845436	0.71501324	0.4461544	0.17125499	-0.081644607	-0.32442893	-0.45655293	-0.48302062	-0.41149888	-0.26357647	-0.085165292	0.11665756	0.34378645	0.57770651	0.80247636	1.0421332	1.2832197	1.4651516	1.417256	1.3809768	1.4238684	1.4378082	1.3833001	1.3561354	1.4528202	1.3484507	1.1607999	0.93722747	0.67365859	0.4355566	0.18446203	-0.060020092	-0.2710825	-0.4123031	-1.0645592	-1.0645592.1	-1.0645592.2	-1.0645592.3	-1.0645592.4	-1.0645592.5	-1.0645592.6	-1.0645592.7	-1.0645592.8	-1.0645592.9	-1.0645592.10	-1.0645592.11	-1.0645592.12	-1.0645592.13	-1.0645592.14	-1.0645592.15	-1.0645592.16	-1.0645592.17	-1.0645592.18	-1.0645592.19	-1.0645592.20	-1.0645592.21	-1.0645592.22	-1.0645592.23	-1.0645592.24	-1.0645592.25	-1.0645592.26	-1.0645592.27	-1.0645592.28	-1.0645592.29
4	-0.49421633	-0.49601433	-0.33677883	-0.089441253	0.13635776	0.43950829	0.58694441	0.84274757	1.0689961	1.1719317	1.3077182	1.3310548	1.3567887	1.3116139	1.2060562	1.039816	0.84694291	0.62627569	0.31664486	0.048330606	-0.20691068	-0.47810923	-0.64071598	-0.57201735	-0.39468945	-0.19810796	0.0038675292	0.26450282	0.54480375	0.80120625	1.0961909	1.2502196	1.3284327	1.3989293	1.4758688	1.3459632	1.3102654	1.2843442	1.3428167	1.4738835	1.4463142	1.4855705	1.3683633	1.1936575	0.88065544	0.5913645	0.27263128	-0.011115816	-0.26553302	-0.46147772	-0.57014443	-0.68517906	-0.79452002	-0.93903439	-1.0421947	-1.2221822	-1.3926102	-1.46928	-1.4464529	-1.3458322	-1.2237554	-1.0539192	-0.87625417	-0.69499315	-0.63981698	-0.68259443	-0.75732387	-0.86250695	-1.0031256	-1.1838248	-1.2543214	-1.3940823	-1.4069643	-1.3827362	-1.2641355	-1.1725873	-1.0545934	-0.92333933	-0.77751393	-0.63663302
4	-0.67726607	-0.61381058	-0.44230758	-0.18404534	0.096166507	0.40853123	0.67013158	0.97345823	1.20722	1.345279	1.4551216	1.4835269	1.4806612	1.4727883	1.3924534	1.1797594	0.92927558	0.61804455	0.31959909	0.096355457	-0.21770981	-0.49026922	-0.64495573	-0.70557697	-0.61088187	-0.40410832	-0.20574302	0.044488867	0.30895494	0.56202107	0.84887764	1.1434181	1.373212	1.4480045	1.3812739	1.4252046	1.3910677	1.4219609	1.4277869	1.4745833	1.5290952	1.4968479	1.2529773	0.96845107	0.70354412	0.40072133	0.11789568	-0.16008027	-0.39944757	-0.58335825	-0.58238201	-0.6719125	-0.75608943	-0.94047248	-1.091443	-1.2639632	-1.3824659	-1.4403789	-1.3408561	-1.194074	-1.0678558	-0.93237915	-0.81825376	-0.66854291	-0.547017	-0.5828229	-0.67509315	-0.82874044	-0.94790448	-1.0512913	-1.1072832	-1.2055999	-1.2802412	-1.3103219	-1.2734138	-1.1657631	-1.0614	-0.91657039	-0.76147448	-0.6431922
4	-0.65906121	-0.62485863	-0.50502929	-0.23020554	0.01333746	0.31370143	0.58770019	0.82588077	1.1212604	1.3815094	1.4792016	1.5089699	1.5692283	1.5624222	1.4529052	1.2239713	0.90394515	0.6903423	0.37973475	0.0987236	-0.19143115	-0.42940549	-0.62056182	-0.59766844	-0.55205354	-0.36134407	-0.11274803	0.16870999	0.42486841	0.73227914	0.96502856	1.2828204	1.4234119	1.4938451	1.5596722	1.4815391	1.4391554	1.3979748	1.4582332	1.5347507	1.457752	1.1963686	1.03309	0.86004898	0.55205388	0.32769183	0.031143426	-0.21404954	-0.45274574	-0.51778221	-0.73073194	-0.82275235	-0.86314233	-0.93687554	-1.0447082	-1.138987	-1.1873072	-1.2683931	-1.2752748	-1.1737224	-1.0934512	-0.96055953	-0.86468918	-0.86905474	-0.82636167	-0.75252535	-0.73581936	-0.82144612	-0.94560665	-1.0520987	-1.1600585	-1.2305227	-1.2671109	-1.2420244	-1.1718868	-1.0820732	-0.98035922	-0.88112017	-0.77892493	-0.70673857
8	-0.45078281	-0.42789518	-0.25177015	-0.039758481	0.22651466	0.47772116	0.74072207	0.92644804	1.1281756	1.3635243	1.4537803	1.4286093	1.4491057	1.5150897	1.4717596	1.3124632	1.0474486	0.80364955	0.59086477	0.31659085	0.056970046	-0.18936407	-0.3544678	-0.50009997	-0.4698768	-0.3719976	-0.20139221	0.002546765	0.22565165	0.46948665	0.70612994	0.94460711	1.156403	1.401101	1.37593	1.3218124	1.3185761	1.4007415	1.3940891	1.3637041	1.408113	1.4284295	1.2534911	1.0197605	0.76769099	0.49480148	0.23658306	0.0058010148	-0.20732537	-0.38708222	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692	-1.0717692
8	-0.51307093	-0.48360015	-0.28354885	-0.023859995	0.24133723	0.48159765	0.741724	0.98643884	1.2149268	1.4072227	1.4227336	1.3668545	1.4163702	1.4806013	1.4143816	1.2393864	0.97152447	0.74792837	0.50768784	0.26746719	0.0028267686	-0.25610643	-0.45750996	-0.49378169	-0.39200609	-0.22888275	-0.019385687	0.21401412	0.46332259	0.70117682	0.93314485	1.1785358	1.360491	1.385746	1.2425681	1.2572836	1.2984473	1.3451789	1.3402075	1.3004359	1.3372246	1.3624796	1.2016034	0.96197928	0.73026977	0.48326806	0.22686036	-0.01689996	-0.23699616	-0.42078086	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939	-1.0802939
8	-0.41964449	-0.41189091	-0.30643519	-0.06196007	0.17442742	0.43632611	0.71033868	0.94329771	1.1417964	1.3897	1.3923372	1.3844254	1.4384016	1.5280688	1.522091	1.3351963	1.1126106	0.88369536	0.64788808	0.41202805	0.15023484	-0.096701734	-0.27373302	-0.40088469	-0.36266183	-0.25581715	-0.090882153	0.10867143	0.30776789	0.55437041	0.80404975	1.0331408	1.2699678	1.3726456	1.2822751	1.2413095	1.2727809	1.3311525	1.3441631	1.2508036	1.2594187	1.3248231	1.2050909	0.97389007	0.73301922	0.49350217	0.24429754	0.029078562	-0.17743742	-0.33217496	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962	-1.094962
7	-0.62163255	-0.59358512	-0.38652813	-0.17493753	0.10259327	0.39528119	0.59164701	0.85023142	1.1111841	1.3110347	1.3716632	1.3578594	1.3789372	1.2843744	1.1813534	0.91661145	0.70945296	0.44663944	0.20334748	-0.080408571	-0.36159332	-0.52419396	-0.57457106	-0.60150201	-0.43416477	-0.23428034	0.015338373	0.27629108	0.53372518	0.80432025	1.1020493	1.4258296	1.5256026	1.4697784	1.4783381	1.5253996	1.4276565	1.326361	1.3973423	1.4215666	1.5694161	1.5865017	1.3048772	1.0277185	0.73807555	0.46047708	0.16112409	-0.10128343	-0.34670687	-0.54111038	-0.52334814	-0.55257972	-0.682464	-0.84905691	-0.9483563	-1.0467422	-1.1754085	-1.325041	-1.3768797	-1.3098162	-1.2753135	-1.1410343	-1.0310438	-0.90955003	-0.81931784	-0.72096577	-0.78565417	-0.88671286	-0.97559174	-1.0736732	-1.1870808	-1.2755943	-1.3490691	-1.348203	-1.2679752	-1.1117013	-1.0216721	-0.89263361	-0.7600427	-0.59097999
8	-0.44810703	-0.40353867	-0.27585689	-0.074624614	0.16098729	0.42125943	0.66725563	0.92881848	1.1138192	1.3273718	1.4683713	1.417721	1.4165476	1.4791272	1.4904697	1.3299141	1.1232061	0.92373389	0.73020672	0.49651131	0.26156432	0.0085670389	-0.23287258	-0.37436097	-0.3701173	-0.33272603	-0.19692847	-0.024521884	0.17403121	0.41981228	0.64337763	0.88383944	1.1234017	1.3674618	1.4222189	1.3643328	1.3801733	1.3846712	1.3342164	1.3271762	1.3768487	1.4292591	1.1801144	0.9452456	0.6988974	0.44177378	0.21034689	-0.0091899007	-0.20183705	-0.37003907	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643	-1.0852643
4	-0.47358259	-0.47852684	-0.35335207	-0.17989415	0.0039978523	0.34692421	0.59004491	0.88144877	1.1108279	1.2244092	1.2607239	1.3522096	1.3824206	1.3421165	1.2379462	1.1245013	0.88138057	0.54227322	0.25117625	-0.058674777	-0.3112407	-0.43829087	-0.56476138	-0.5347208	-0.40044179	-0.17808694	0.056850179	0.27947782	0.54639912	0.81001288	1.09978	1.3884901	1.4434224	1.4645293	1.4822604	1.3482201	1.317668	1.3388089	1.365883	1.5278839	1.5698588	1.4730538	1.2177942	1.0321631	0.74055469	0.42933974	0.15607616	-0.11582349	-0.33538228	-0.43358531	-0.54119947	-0.63861824	-0.72969473	-0.82980727	-0.97032626	-1.1355665	-1.219005	-1.3618324	-1.4432387	-1.3847021	-1.2479885	-1.1339639	-1.0086868	-0.84013905	-0.70797413	-0.64182348	-0.70487119	-0.8350584	-1.0022081	-1.1235298	-1.2783053	-1.4068592	-1.4103134	-1.386598	-1.2956784	-1.1776097	-1.0440808	-0.87570355	-0.7797851	-0.60939602
8	-0.38069695	-0.4123352	-0.29416309	-0.073723675	0.19866348	0.45044978	0.69663169	0.97770822	1.1684632	1.3986375	1.4147479	1.3981233	1.356476	1.4269165	1.5146672	1.3857834	1.156466	0.93160481	0.69663169	0.49238845	0.21138048	-0.053979762	-0.22915557	-0.38304497	-0.43290178	-0.34354001	-0.19738021	-0.0067623329	0.22001844	0.45290063	0.69766002	0.94103116	1.188687	1.3405369	1.2839788	1.2443881	1.2999179	1.3797848	1.3072876	1.2423315	1.2620411	1.3837267	1.2654689	1.0195269	0.76775776	0.53823478	0.29153871	0.053480594	-0.12462595	-0.29764227	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029	-1.0942029
6	-0.77440023	-0.77161616	-0.65808786	-0.38316771	-0.061143299	0.2607405	0.57500326	0.89804006	1.1245905	1.398217	1.4502426	1.3838748	1.4153714	1.510986	1.5646989	1.3667204	1.1839278	0.94286644	0.62140447	0.34195668	0.04271105	-0.27917275	-0.55788936	-0.72065919	-0.73981024	-0.62878479	-0.47290484	-0.24357037	0.012058128	0.29085911	0.58484594	0.90599857	1.2131746	1.4058099	1.4676782	1.3779692	1.3616585	1.3824687	1.4134029	1.4305572	1.5618867	1.4718965	1.2547951	0.90113347	0.62761942	0.29538674	-0.0063055029	-0.24880105	-0.49694911	-0.69234039	-0.17214062	-0.1709595	-0.33752579	-0.5639637	-0.78548028	-1.0039316	-1.2300883	-1.4730619	-1.6215261	-1.5254559	-1.3251686	-1.1066892	-0.88407582	-0.65977518	-0.50170171	-0.40999605	-0.5257741	-0.65476947	-0.8707179	-1.0797483	-1.2343909	-1.4230892	-1.4321163	-1.4297822	-1.2830138	-1.1615269	-0.98056222	-0.72943324	-0.47754496	-0.25093832
8	-0.38735379	-0.39996772	-0.23418189	-0.0017170273	0.25185879	0.49366661	0.74355788	0.9460388	1.133086	1.3406237	1.3550988	1.3582945	1.4054793	1.4263459	1.424654	1.2515179	1.0902249	0.86294849	0.60871472	0.35502612	0.086392532	-0.17267251	-0.3303185	-0.42053351	-0.40934828	-0.29413098	-0.14315853	0.068665347	0.30039706	0.53936628	0.78275319	1.0174739	1.2323432	1.3821689	1.3253968	1.2750162	1.3005825	1.3723936	1.3549108	1.2426825	1.3086659	1.4562358	1.3088539	1.0387164	0.78737767	0.53079406	0.30517193	0.05842005	-0.15985179	-0.34312042	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853	-1.0941853
8	-0.44187685	-0.45370189	-0.29725107	-0.1263407	0.1454837	0.41518838	0.67720149	0.93489944	1.1444494	1.3836754	1.4384855	1.3570275	1.3929114	1.4829997	1.5087392	1.2769322	1.0864598	0.87933238	0.62224006	0.34501036	0.09335362	-0.17733522	-0.33254448	-0.42228454	-0.40437287	-0.27284395	-0.10906494	0.090597978	0.32487297	0.55970818	0.81452937	1.0613259	1.3111506	1.4056297	1.3296225	1.2976752	1.3282598	1.3099393	1.2832913	1.2758723	1.3792846	1.4178938	1.2413511	0.98441016	0.74261014	0.48158119	0.24904739	0.012970633	-0.19190075	-0.36414352	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784	-1.0830784
4	-0.52416818	-0.4589165	-0.33480966	-0.091420163	0.17426782	0.4380976	0.71797229	0.91883742	1.1063377	1.2448457	1.3218184	1.3518713	1.3042369	1.2443097	1.12031	0.82935756	0.69199312	0.49052051	0.18173639	-0.096423031	-0.34799579	-0.45180528	-0.55750872	-0.51748578	-0.37018708	-0.20151898	0.031042881	0.28232976	0.54540911	0.81620717	1.0428013	1.3489053	1.5380137	1.5183953	1.4954536	1.431274	1.3560165	1.3539797	1.4258065	1.4621488	1.6327108	1.5877208	1.31971	1.037048	0.75745921	0.47547617	0.21039567	-0.056793175	-0.27241676	-0.4713522	-0.6034279	-0.70802356	-0.77452596	-0.91535667	-0.97617724	-1.1107186	-1.2058339	-1.2585391	-1.2938879	-1.3008419	-1.2742838	-1.1447882	-1.0420722	-0.90252789	-0.83720474	-0.84124277	-0.91160452	-0.97260377	-1.0766991	-1.2114621	-1.2532039	-1.3283505	-1.3562629	-1.2550871	-1.2021317	-1.0625124	-0.95659459	-0.85328538	-0.78285216	-0.63991309
4	-0.48370326	-0.53275437	-0.36805064	-0.1238826	0.15219865	0.29957699	0.52308206	0.8295765	1.2020349	1.3084999	1.3337379	1.3499383	1.2917745	1.3455507	1.3248877	1.1543339	0.90716576	0.57708328	0.31498984	0.095572369	-0.16708358	-0.38815109	-0.57760538	-0.60134342	-0.45299006	-0.28386123	-0.042430758	0.22168773	0.50054404	0.79012561	1.0923075	1.4200274	1.4576032	1.4032645	1.2054475	1.2277605	1.3262003	1.2589612	1.2381858	1.2648864	1.4075021	1.5259298	1.3869516	1.1054703	0.8694399	0.55837035	0.29256433	-0.0019298406	-0.26964841	-0.40727652	-0.48846586	-0.52772925	-0.67570761	-0.85871175	-1.0373658	-1.2072822	-1.2737337	-1.434166	-1.518498	-1.4368736	-1.3049719	-1.1176551	-0.93978859	-0.74913427	-0.57494282	-0.47920315	-0.5960558	-0.78416006	-0.93060088	-1.0744916	-1.2481581	-1.3503479	-1.4291447	-1.4424725	-1.4112493	-1.3436727	-1.1713938	-1.000315	-0.82128591	-0.63494418
8	-0.43598031	-0.42959182	-0.24732459	-0.022083956	0.23210005	0.47508878	0.73937934	0.92655606	1.1480375	1.3565366	1.3594125	1.36804	1.4222703	1.5007399	1.4602726	1.3113447	1.0763467	0.89188153	0.65967723	0.41970814	0.18842822	-0.074691458	-0.29190026	-0.4586379	-0.45617288	-0.36359107	-0.19052656	0.014542041	0.25251858	0.48098427	0.72956037	0.95745089	1.1922024	1.3661913	1.4278166	1.3963877	1.3532499	1.3514012	1.3423628	1.3450332	1.4265841	1.3378436	1.1661143	0.96164142	0.72300754	0.46689261	0.24504137	-0.010765434	-0.20147533	-0.39358207	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108	-1.0832108
8	-0.50253968	-0.44358348	-0.24828383	-0.018724812	0.24434169	0.47625279	0.72536106	1.0016532	1.2362827	1.4483553	1.4657067	1.4063264	1.4525968	1.5408961	1.4774671	1.2908432	1.0947724	0.87633752	0.63738946	0.35934292	0.096180016	-0.1780685	-0.42455478	-0.52542425	-0.51599666	-0.36340073	-0.17164848	0.040867608	0.27634539	0.50869991	0.75836728	0.98873604	1.2258718	1.3826128	1.2320412	1.2202808	1.3097369	1.3916741	1.3201478	1.3340289	1.2983621	1.3829984	1.2239439	0.99606218	0.75348961	0.49389338	0.24441881	0.0089410319	-0.23239766	-0.44182906	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391	-1.0718391
8	-0.54653742	-0.46715276	-0.27596788	-0.021122853	0.23388945	0.4835859	0.71722327	0.98810879	1.1661713	1.4232282	1.4700672	1.4544542	1.4371684	1.5066834	1.3916304	1.2252777	0.93773828	0.70787406	0.45029676	0.1980539	-0.072980312	-0.34615202	-0.47761718	-0.54302449	-0.44250652	-0.28591187	-0.076809214	0.15128926	0.38799346	0.61930746	0.87082543	1.1107823	1.351111	1.4687661	1.4273173	1.3265763	1.3999945	1.4548259	1.4020391	1.3711849	1.4529672	1.3570588	1.1072508	0.87008195	0.63490188	0.40197081	0.15976488	-0.081214309	-0.28613491	-0.46735721	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657	-1.0575657
8	-0.4187087	-0.36273264	-0.18372029	0.039423074	0.25265444	0.51653571	0.73743757	0.906723	1.0965933	1.3158089	1.2952446	1.3003857	1.3320547	1.4169853	1.4208925	1.2428056	1.0517631	0.82296455	0.5933023	0.39535021	0.15112843	-0.093998192	-0.29801675	-0.42533041	-0.34743279	-0.21257202	-0.040201948	0.18144022	0.37538226	0.61956292	0.86189279	1.0793193	1.3098452	1.384905	1.3552924	1.3561149	1.2905148	1.3003857	1.2820834	1.3250628	1.4093765	1.3803808	1.2220356	0.96292527	0.7348259	0.48616222	0.25524554	0.020359956	-0.1748982	-0.32970635	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616	-1.1064616
3	-0.76797699	-0.68582545	-0.58470447	-0.34194903	-0.055336026	0.28232576	0.60962982	0.87333746	1.2109696	1.5037973	1.5014298	1.4582233	1.4626623	1.5366461	1.6132932	1.4156087	1.2032161	0.92249225	0.61705778	0.26658202	-8.4970324e-05	-0.36112562	-0.6378248	-0.73400366	-0.73666707	-0.62441894	-0.41102025	-0.17220074	0.068542346	0.34802332	0.64937388	0.9358981	1.2350883	1.3664835	1.3898623	1.3860152	1.4022916	1.4147209	1.4407631	1.4159046	1.4765713	1.4037713	1.2105257	0.86348282	0.56455892	0.26738104	-0.0021269215	-0.23165407	-0.45108984	-0.65667585	-0.40323716	-0.44019944	-0.55972756	-0.76543195	-0.96900561	-1.1739406	-1.3657656	-1.5332411	-1.4750337	-1.2924033	-1.1006079	-0.91345861	-0.70662967	-0.50598578	-0.34286643	-0.29684854	-0.44724269	-0.65312463	-0.83183975	-0.97755813	-1.1439328	-1.2642303	-1.409564	-1.4294153	-1.3226775	-1.1791786	-1.0656284	-0.92952788	-0.75489667	-0.60864561
5	-0.82953401	-0.84374917	-0.70302756	-0.3922288	-0.060177411	0.26573371	0.581383	0.92919163	1.1581201	1.4603673	1.5582192	1.4889658	1.4609281	1.5304618	1.5582192	1.3625155	1.1452227	0.88018159	0.59161679	0.3294075	-0.0038214789	-0.31344265	-0.56429664	-0.77805665	-0.84571181	-0.7800193	-0.61860582	-0.38451842	-0.10360793	0.20458332	0.47150296	0.80540484	1.0797545	1.287935	1.5296206	1.466816	1.3941982	1.3989646	1.4256005	1.4870032	1.5823316	1.4718628	1.2803648	0.95518265	0.64472034	0.34625821	0.022505994	-0.26774107	-0.53805328	-0.7318504	-0.068084064	-0.17608558	-0.37173319	-0.59502605	-0.75840217	-0.95662926	-1.2043991	-1.3798875	-1.5373365	-1.4404295	-1.2627737	-1.0978555	-0.87823563	-0.65241938	-0.52296896	-0.49762281	-0.60680191	-0.80458039	-1.0252657	-1.1790249	-1.3348308	-1.4046533	-1.4004953	-1.2491474	-1.1258933	-0.91852592	-0.7930849	-0.60043734	-0.3761912	-0.17788
5	-0.77642687	-0.77593892	-0.56141374	-0.35747992	-0.050675044	0.21631897	0.56227454	0.91618081	1.1836915	1.3720971	1.4263455	1.481455	1.5374255	1.5646932	1.5265184	1.3485607	1.1145176	0.78911325	0.52318125	0.25107813	-0.11789714	-0.40877193	-0.68721838	-0.86572147	-0.88466536	-0.77235107	-0.58311311	-0.33365655	-0.055841559	0.24246727	0.55575899	0.87846526	1.1956893	1.4272065	1.5184816	1.5592397	1.4889177	1.462224	1.4510299	1.4705479	1.5784706	1.5954053	1.3046453	0.94537162	0.64318791	0.33334053	-0.0027699696	-0.25225523	-0.53730334	-0.72639779	-0.36256033	-0.51098282	-0.62275176	-0.7867599	-0.94218589	-1.1583758	-1.3246515	-1.4376662	-1.3924534	-1.238055	-1.0410672	-0.82703002	-0.66190246	-0.528836	-0.40059162	-0.46574711	-0.57918082	-0.75108225	-0.91592278	-1.106395	-1.2441687	-1.2942839	-1.3332624	-1.3037845	-1.1394607	-0.97582565	-0.84149626	-0.67685665	-0.47530516	-0.3753618
4	-0.62909347	-0.6180063	-0.4783431	-0.22256376	-0.016166332	0.23873308	0.44840386	0.77651382	1.0673849	1.2958511	1.4000002	1.4155926	1.464165	1.4468127	1.4272077	1.2314399	0.99716618	0.63769536	0.35330054	0.093579093	-0.23495323	-0.46750231	-0.67819381	-0.69600369	-0.62536255	-0.42399835	-0.1803621	0.079042575	0.38364068	0.66845787	0.96496058	1.2864534	1.5212551	1.4119321	1.2776541	1.3121123	1.4107706	1.3975012	1.4323466	1.5726081	1.6003788	1.5806683	1.2656518	1.0007915	0.66177036	0.35843936	0.11209291	-0.19229401	-0.38911775	-0.58354806	-0.44976283	-0.41914111	-0.51653226	-0.65619545	-0.86502149	-0.9750133	-1.1690916	-1.3433539	-1.4521314	-1.379843	-1.2417038	-1.0892288	-0.89595999	-0.82018003	-0.8045172	-0.76238594	-0.59164346	-0.73225698	-0.90570966	-1.0687439	-1.2266042	-1.3127321	-1.3605795	-1.3452193	-1.311289	-1.1804604	-1.0397765	-0.92654651	-0.76030929	-0.55493259
3	-0.37713336	-0.34841531	-0.3274529	-0.13214354	0.086078211	0.30868745	0.53377849	0.79795799	1.058725	1.1282156	1.2636957	1.3293306	1.3337624	1.2760161	1.1908369	1.0858033	0.81320338	0.63278486	0.45378453	0.14134274	-0.10732547	-0.33184038	-0.39650032	-0.33698127	-0.30028597	-0.11352999	0.09051001	0.30062157	0.57800784	0.83239306	1.1342872	1.2884251	1.3852599	1.4060451	1.3787452	1.290641	1.2416253	1.2446833	1.2915717	1.3940792	1.5129843	1.5046969	1.3785236	1.1105771	0.846043	0.55013182	0.30434428	0.05709425	-0.12691402	-0.30529391	-0.65221509	-0.73974311	-0.86844253	-1.0001999	-1.1312925	-1.2697109	-1.4006616	-1.4916819	-1.4836338	-1.3740886	-1.2049091	-1.0744768	-0.94307402	-0.81486209	-0.68208541	-0.77058842	-0.8550585	-0.93553996	-1.0743882	-1.2047806	-1.2748828	-1.42072	-1.4184775	-1.3925426	-1.2656558	-1.1476015	-1.0351225	-0.90522646	-0.82439046	-0.69542512
8	-0.37926275	-0.37985363	-0.28756445	-0.060442213	0.19607666	0.4755478	0.71770073	0.94004048	1.1261699	1.351261	1.3643713	1.3318725	1.4365703	1.5148629	1.4694384	1.3278102	1.1564529	0.94853448	0.71709138	0.48574061	0.23363492	-0.016494983	-0.19342875	-0.33350592	-0.29664934	-0.22886351	-0.095840045	0.070993241	0.28627927	0.52577321	0.76960647	1.0059613	1.2129565	1.3361195	1.3619708	1.279062	1.2637358	1.3146998	1.3015895	1.2598581	1.3255943	1.3135919	1.1509133	0.94668796	0.7019499	0.4645056	0.22419919	0.024146972	-0.17289542	-0.30584502	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908	-1.1060908
